GeneID,#Name,Accession,Start,Stop,Strand,Locus,Locus tag,Protein product,Length,Protein Name
939656,chromosome,NC_000964.3,2084214,2084759,-,yobW,BSU19110,NP_389792.1,181,mother cell-specific membrane sporulation protein
939658,chromosome,NC_000964.3,2084786,2085109,-,czrA,BSU19120,NP_389793.1,107,transcriptional regulator (multiple metal-sensing ArsR-SmtB transcriptional repressor favouring Zn2+)
939661,chromosome,NC_000964.3,2085303,2085980,-,yocA,BSU19130,NP_389794.1,225,putative murein fragments glycosidase
939655,chromosome,NC_000964.3,2086070,2086606,-,yozB,BSU19140,NP_389795.1,178,putative integral inner membrane protein
939442,chromosome,NC_000964.3,2086743,2087525,-,yocB,BSU19150,NP_389796.1,260,conserved protein of unknown function
939666,chromosome,NC_000964.3,2087696,2088193,-,yocC,BSU19160,NP_389797.1,165,conserved protein of unknown function
939659,chromosome,NC_000964.3,2088257,2089234,-,yocD,BSU19170,NP_389798.1,325,putative carboxypeptidase; aminoacid adenylate hydrolase (microcin resistance)
939668,chromosome,NC_000964.3,2089396,2090454,-,desE,BSU19180,NP_389799.1,352,fatty acid desaturase
939678,chromosome,NC_000964.3,2090574,2091686,-,desK,BSU19190,NP_389800.1,370,two-component thermosensor histidine kinase
939664,chromosome,NC_000964.3,2091705,2092304,-,desR,BSU19200,NP_389801.1,199,two-component response regulator
939673,chromosome,NC_000964.3,2092899,2093762,-,walL,BSU19210,NP_389802.1,287,exported cell wall lytic enzyme
939671,chromosome,NC_000964.3,2094010,2095785,-,recQ,BSU19220,NP_389803.1,591,ATP-dependent helicase
939669,chromosome,NC_000964.3,2096350,2096976,-,azoJ,BSU19230,NP_389804.1,208,FMN-dependent NADH-azoreductase
939676,chromosome,NC_000964.3,2097126,2097617,-,yocK,BSU19240,NP_389805.2,163,putative general stress protein
939586,chromosome,NC_000964.3,2097692,2098024,-,yocL,BSU19250,NP_389806.1,110,conserved protein of unknown function
8303149,chromosome,NC_000964.3,2098102,2098329,-,yoyB,BSU19259,YP_003097740.1,75,conserved protein of unknown function
939587,chromosome,NC_000964.3,2098316,2098792,-,yocM,BSU19260,NP_389808.1,158,putative chaperone
939679,chromosome,NC_000964.3,2098859,2099122,-,yozN,BSU19270,NP_389809.1,87,conserved protein of unknown function (mother cell in sporulation)
939594,chromosome,NC_000964.3,2099127,2099360,-,yocN,BSU19280,NP_389810.1,77,conserved protein of unknown function (sporulation-related)
939681,chromosome,NC_000964.3,2099446,2099790,-,yozO,BSU19290,NP_389811.1,114,conserved hypothetical phage protein
939998,chromosome,NC_000964.3,2100147,2100350,-,yozC,BSU19300,NP_389812.1,67,conserved hypothetical protein
939963,chromosome,NC_000964.3,2100580,2102067,-,dhaS,BSU19310,NP_389813.1,495,3-hydroxypropionaldehyde dehydrogenase
939443,chromosome,NC_000964.3,2102168,2104066,-,sqhC,BSU19320,NP_389814.2,632,"squalene-hopene cyclase, sporulenol synthase (spore protection)"
939503,chromosome,NC_000964.3,2104056,2104901,-,sodF,BSU19330,NP_389815.1,281,superoxide dismutase (Fe2+-dependent)
939450,chromosome,NC_000964.3,2104934,2106271,-,yocR,BSU19340,NP_389816.1,445,putative sodium-dependent transporter
939452,chromosome,NC_000964.3,2106490,2107455,-,yocS,BSU19350,NP_389817.1,321,putative sodium-dependent symporter
939505,chromosome,NC_000964.3,2107505,2108758,-,odhB,BSU19360,NP_389818.2,417,"2-oxoglutarate dehydrogenase complex (dihydrolipoamide transsuccinylase, E2 subunit)"
939507,chromosome,NC_000964.3,2108774,2111608,-,odhA,BSU19370,NP_389819.3,944,2-oxoglutarate dehydrogenase (E1 subunit)
939499,chromosome,NC_000964.3,2111837,2113753,-,yojO,BSU19380,NP_389820.2,638,putative activator of nitric oxide reductase
939458,chromosome,NC_000964.3,2113764,2114678,-,yojN,BSU19390,NP_389821.1,304,putative nitric-oxide reductase associated protein
939502,chromosome,NC_000964.3,2114742,2115332,-,sodC,BSU19400,NP_389822.1,196,superoxide dismutase (exported lipoprotein)
939459,chromosome,NC_000964.3,2115425,2116669,-,cwlS,BSU19410,NP_389823.1,414,"peptidoglycan hydrolase (cell wall-binding d,l-endopeptidase)"
939457,chromosome,NC_000964.3,2117051,2118268,-,yojK,BSU19420,NP_389824.2,405,putative YDP-glycosyltransferase
939589,chromosome,NC_000964.3,2118504,2119127,-,cdaS,BSU19430,NP_389825.3,207,spore diadenylate cyclase
939592,chromosome,NC_000964.3,2119393,2120751,-,mdtK,BSU19440,NP_389826.1,452,Na+-driven efflux MatE family protein
940093,chromosome,NC_000964.3,2120767,2121615,-,rsbRC,BSU19450,NP_389827.1,282,co-antagonist of RsbT; component of the anxiosome (stressosome)
2914250,chromosome,NC_000964.3,2121641,2122306,-,bshBB,BSU19460,YP_054582.2,221,malate N-acetylglucosamine deacetylase (second enzyme)
939590,chromosome,NC_000964.3,2122325,2122675,-,yojF,BSU19470,NP_389829.1,116,conserved protein of unknown function (bacillithiol synthesis operon)
8303009,chromosome,NC_000964.3,2122672,2122950,-,yoyC,BSU19479,YP_003097741.1,92,conserved protein of unknown function
939447,chromosome,NC_000964.3,2123026,2123922,-,yojE,BSU19480,NP_389830.2,298,putative N-acetylated toxic metabolites
2914248,chromosome,NC_000964.3,2124021,2124494,-,gerT,BSU19490,YP_054583.1,157,component of the spore coat
939446,chromosome,NC_000964.3,2124529,2124765,-,yojB,BSU19510,NP_389832.1,78,conserved hypothetical protein
939510,chromosome,NC_000964.3,2124850,2126184,-,yojA,BSU19520,NP_389833.1,444,putative H+/anion permease
939461,chromosome,NC_000964.3,2126549,2126938,-,yodA,BSU19530,NP_389834.1,129,putative tautomerase
939449,chromosome,NC_000964.3,2127345,2127683,-,arxR,BSU19540,NP_389835.1,112,transcriptional repressor
939506,chromosome,NC_000964.3,2127813,2128421,-,noxC,BSU19550,NP_389836.1,202,water forming NADH oxidase (nitroreductase)
940106,chromosome,NC_000964.3,2128464,2129066,-,yodD,BSU19560,NP_389837.1,200,putative hydrolase
940022,chromosome,NC_000964.3,2129082,2129993,-,yodE,BSU19570,NP_389838.1,303,putative thiol-dependent lyase/dioxygenase
8303187,chromosome,NC_000964.3,2130177,2130377,-,yoyD,BSU19579,YP_003097742.1,66,putative exported protein
940028,chromosome,NC_000964.3,2130377,2131867,-,yodF,BSU19580,NP_389839.1,496,putative Na+/metabolite permease
940115,chromosome,NC_000964.3,2131902,2133302,-,ctpA,BSU19590,NP_389840.1,466,"carboxy-terminal processing protease (Prc homolog, tail specific protease)"
940101,chromosome,NC_000964.3,2133455,2134156,-,yodH,BSU19600,NP_389841.1,233,putative S-adenosylmethionine-dependent methyltransferase
940039,chromosome,NC_000964.3,2134244,2134495,-,yodI,BSU19610,NP_389842.1,83,putative spore coat protein
940023,chromosome,NC_000964.3,2134566,2135387,-,ldcB,BSU19620,NP_389843.1,273,D-alanyl-D-alanine carboxypeptidase lipoprotein (D-ala releasing from tetrapeptide hydrolysis)
940038,chromosome,NC_000964.3,2135470,2136171,-,deoD,BSU19630,NP_389844.1,233,purine nucleoside phosphorylase
8303105,chromosome,NC_000964.3,2136373,2136498,-,yoyE,BSU19639,YP_003097743.1,41,conserved hypothetical protein
940030,chromosome,NC_000964.3,2136538,2136852,-,yodL,BSU19640,NP_389845.2,104,shape determination factor
940034,chromosome,NC_000964.3,2136913,2137524,-,pgpB,BSU19650,NP_389846.1,203,phosphatidylglycerol phosphate (PGP) phosphatase; undecaprenyl-pyrophosphate phosphatase (promiscuous activity)
940042,chromosome,NC_000964.3,2137602,2137778,-,yozD,BSU19660,NP_389847.1,58,conserved hypothetical protein
8303015,chromosome,NC_000964.3,2137897,2138040,-,yoyF,BSU19669,YP_003097744.1,47,hypothetical protein BSU_19669
940037,chromosome,NC_000964.3,2138037,2138717,-,yodN,BSU19670,NP_389848.1,226,conserved hypothetical protein
940055,chromosome,NC_000964.3,2138868,2139092,-,yozE,BSU19680,NP_389849.1,74,conserved protein of unknown function
8303010,chromosome,NC_000964.3,2139179,2139457,-,yokU,BSU19689,YP_003097745.1,92,conserved protein of unknown function
940040,chromosome,NC_000964.3,2139454,2140869,-,kamA,BSU19690,NP_389850.1,471,"lysine 2,3-aminomutase"
940057,chromosome,NC_000964.3,2140898,2141725,-,kamB,BSU19700,NP_389851.1,275,epsilon-amino-beta-lysine acetyl transferase
940044,chromosome,NC_000964.3,2141703,2143013,-,yodQ,BSU19710,NP_389852.1,436,putative deacetylase
940048,chromosome,NC_000964.3,2143022,2143675,-,yodR,BSU19720,NP_389853.1,217,putative acyloate-acetoacetate CoA-transferase
940052,chromosome,NC_000964.3,2143660,2144349,-,yodS,BSU19730,NP_389854.1,229,putative oxoacid CoA-transferase
940050,chromosome,NC_000964.3,2144356,2145690,-,yodT,BSU19740,NP_389855.1,444,putative aminovalerate aminotransferase
37862875,chromosome,NC_000964.3,2145671,2145826,-,,BSU19745,YP_009513966.1,51,conserved hypothetical protein
8302971,chromosome,NC_000964.3,2145820,2146053,-,yoyG,BSU19749,YP_003097746.2,77,putative toxin of a type I toxin family (sporulation operon)
940064,chromosome,NC_000964.3,2146013,2146792,-,cgeE,BSU19750,NP_389856.1,259,protein involved in maturation of the outermost layer of the spore
940063,chromosome,NC_000964.3,2146821,2148101,-,cgeD,BSU19760,NP_389857.1,426,putative glycosyltransferase involved in maturation of the outermost layer of the spore
940074,chromosome,NC_000964.3,2148166,2148471,-,cgeC,BSU19770,NP_389858.1,101,protein involved in maturation of the outermost layer of the spore
940066,chromosome,NC_000964.3,2148676,2149077,-,cgeA,BSU19780,NP_389859.1,133,spore outermost layer component
940061,chromosome,NC_000964.3,2149084,2150037,-,cgeB,BSU19790,NP_389860.2,317,protein involved in maturation of the outermost layer of the spore
940065,chromosome,NC_000964.3,2150108,2151256,-,phyC,BSU19800,NP_389861.1,382,phytase
940072,chromosome,NC_000964.3,2152086,2152262,-,sprB,BSU19820,NP_389863.1,58,recombination directionality factor; phage SPbeta
940081,chromosome,NC_000964.3,2152265,2152852,-,yotM,BSU19830,NP_389864.1,195,hypothetical protein; phage SPbeta
940077,chromosome,NC_000964.3,2152927,2153169,-,yotL,BSU19840,NP_389865.1,80,putative transcriptional regulator; phage SPbeta
939549,chromosome,NC_000964.3,2153171,2153356,-,yotK,BSU19850,NP_389866.1,61,putative nucleic acid binding protein; phage SPbeta
940079,chromosome,NC_000964.3,2153440,2153652,-,yotJ,BSU19860,NP_389867.1,70,hypothetical protein; phage SPbeta
940078,chromosome,NC_000964.3,2153718,2154080,-,yotI,BSU19870,NP_389868.1,120,conserved hypothetical protein; phage SPbeta
940084,chromosome,NC_000964.3,2154077,2154250,-,yotH,BSU19880,NP_389869.1,57,putative sensor or permease; phage SPbeta
940082,chromosome,NC_000964.3,2154266,2154583,-,yotG,BSU19890,NP_389870.1,105,hypothetical protein; phage SPbeta
940086,chromosome,NC_000964.3,2154596,2154673,-,yotF,BSU19900,NP_389871.1,25,hypothetical protein; phage SPbeta
939566,chromosome,NC_000964.3,2154705,2154851,-,yotE,BSU19910,NP_389872.1,48,hypothetical protein; phage SPbeta
37862877,chromosome,NC_000964.3,2154781,2154972,-,,BSU19915,YP_009513967.1,63,hypothetical protein BSU_19915
940092,chromosome,NC_000964.3,2154887,2155018,-,yotD,BSU19920,NP_389873.1,43,conserved protein with rubredoxin fold; phage SPbeta
940094,chromosome,NC_000964.3,2155058,2155249,-,yotC,BSU19930,NP_389874.1,63,hypothetical protein; phage SPbeta
940114,chromosome,NC_000964.3,2155293,2156120,-,yotB,BSU19940,NP_389875.1,275,putative metallo-dependent hydrolase; phage SPbeta
939473,chromosome,NC_000964.3,2156239,2156457,-,sspC,BSU19950,NP_389876.1,72,small acid-soluble spore protein (alpha/beta-type SASP); SPbeta phage protein
939517,chromosome,NC_000964.3,2156757,2157110,-,yosX,BSU19970,NP_389878.1,117,conserved hypothetical protein; phage SPbeta
938813,chromosome,NC_000964.3,2157341,2157682,-,yosW,BSU19980,NP_389879.1,113,conserved hypothetical protein; phage SPbeta
939523,chromosome,NC_000964.3,2157829,2158119,-,yosV,BSU19990,NP_389880.1,96,conserved hypothetical protein; phage SPbeta
8302977,chromosome,NC_000964.3,2158120,2158287,-,yojW,BSU19999,YP_003097747.1,55,hypothetical protein BSU_19999
939552,chromosome,NC_000964.3,2158439,2158684,-,yosU,BSU20000,NP_389881.1,81,hypothetical protein BSU_20000
939471,chromosome,NC_000964.3,2158724,2159173,-,yosT,BSU20010,NP_389882.1,149,putative transcription modulator; phage SPbeta
939536,chromosome,NC_000964.3,2159268,2159696,-,dutB,BSU20020,NP_389883.1,142,SPbeta phage deoxyuridine 5\\'-triphosphate nucleotidohydrolase
939476,chromosome,NC_000964.3,2159981,2161778,-,nrdFB,BSU20040,NP_389886.2,329,phage SPbeta ribonucleoside diphosphate reductase
939514,chromosome,NC_000964.3,2160565,2161086,-,yosQ,BSU20050,NP_389885.1,173,"SPbeta phage endodeoxyribonuclease (homing endonuclease, responsible for intron mobility)"
939475,chromosome,NC_000964.3,2162108,2165614,-,nrdEB,BSU20060,NP_389888.2,1084,SPbeta phage ribonucleoside reductase alpha (large) subunit
939562,chromosome,NC_000964.3,2165577,2165972,-,nrdIB,BSU20070,NP_389889.2,131,SPbeta phage subunit of ribonucleoside diphosphate reductase
939559,chromosome,NC_000964.3,2165972,2166325,-,yosL,BSU20080,NP_389890.1,117,conserved protein of unknown function; phage SPbeta
939546,chromosome,NC_000964.3,2166413,2166613,-,yosK,BSU20090,NP_389891.1,66,hypothetical protein; phage SPbeta
939556,chromosome,NC_000964.3,2166658,2166852,-,yosJ,BSU20100,NP_389892.1,64,hypothetical protein; phage SPbeta
939563,chromosome,NC_000964.3,2166873,2167007,-,yosI,BSU20110,NP_389893.1,44,hypothetical protein; phage SPbeta
939551,chromosome,NC_000964.3,2167039,2167509,-,yosH,BSU20120,NP_389894.1,156,conserved hypothetical protein; phage SPbeta
939570,chromosome,NC_000964.3,2167570,2167932,-,yosG,BSU20130,NP_389895.1,120,conserved protein of unknown function; phage SPbeta
939526,chromosome,NC_000964.3,2167975,2168100,-,yosF,BSU20140,NP_389896.1,41,hypothetical protein; phage SPbeta
939572,chromosome,NC_000964.3,2168114,2168461,-,yosE,BSU20150,NP_389897.1,115,conserved protein of unknown function; phage SPbeta
939554,chromosome,NC_000964.3,2168476,2168871,-,yosD,BSU20160,NP_389898.1,131,conserved protein of unknown function; phage SPbeta
939561,chromosome,NC_000964.3,2168910,2169452,-,yosC,BSU20170,NP_389899.1,180,conserved hypothetical protein; phage SPbeta
939568,chromosome,NC_000964.3,2169497,2169676,-,yosB,BSU20180,NP_389900.1,59,conserved hypothetical protein; phage SPbeta
939574,chromosome,NC_000964.3,2169807,2169926,-,yosA,BSU20190,NP_389901.1,39,putative type I toxin; phage SPbeta
939577,chromosome,NC_000964.3,2170030,2170242,-,yorZ,BSU20200,NP_389902.1,70,conserved hypothetical protein; phage SPbeta
939519,chromosome,NC_000964.3,2170309,2170491,-,yorY,BSU20210,NP_389903.1,60,putative nucleotide binding protein; phage SPbeta
939737,chromosome,NC_000964.3,2170504,2170731,-,yorX,BSU20220,NP_389904.1,75,conserved hypothetical protein; phage SPbeta
939522,chromosome,NC_000964.3,2170771,2171136,-,yorW,BSU20230,NP_389905.1,121,conserved hypothetical protein; phage SPbeta
939579,chromosome,NC_000964.3,2171139,2171357,-,yorV,BSU20240,NP_389906.1,72,putative nucleic acid binding protein; phage SPbeta
939532,chromosome,NC_000964.3,2171401,2172732,-,mtbP,BSU20250,NP_389907.1,443,DNA (cytosine-5-)-methyltransferase; phage SPbeta
939525,chromosome,NC_000964.3,2172781,2172900,-,yorT,BSU20260,NP_389908.1,39,conserved hypothetical protein; phage SPbeta
939520,chromosome,NC_000964.3,2172932,2173450,-,yorS,BSU20270,NP_389909.1,172,putative 5\\'(3\\')-deoxyribonucleotidase; phage SPbeta
939530,chromosome,NC_000964.3,2173459,2173956,-,yorR,BSU20280,NP_389910.1,165,putative nucleotide kinase or triphosphate hydrolase; phage SPbeta
939534,chromosome,NC_000964.3,2173956,2174111,-,yorQ,BSU20290,NP_389911.1,51,conserved hypothetical protein; phage SPbeta
939535,chromosome,NC_000964.3,2174104,2174319,-,yorP,BSU20300,NP_389912.1,71,conserved hypothetical protein; phage SPbeta
939542,chromosome,NC_000964.3,2174352,2174549,-,yorO,BSU20310,NP_389913.1,65,conserved hypothetical protein; phage SPbeta
939538,chromosome,NC_000964.3,2174585,2174734,-,yorN,BSU20320,NP_389914.1,49,conserved hypothetical protein; phage SPbeta
939539,chromosome,NC_000964.3,2174852,2175568,-,yorM,BSU20330,NP_389915.1,238,putative murein hydrolase; phage SPbeta
939437,chromosome,NC_000964.3,2175596,2179513,-,dpoL,BSU20340,NP_389916.1,1305,DNA polymerase with 3\\'-5\\' exonuclease activity; phage SPbeta
939545,chromosome,NC_000964.3,2179526,2181256,-,yorK,BSU20350,NP_389917.1,576,putative single-strand DNA-specific exonuclease; phage SPbeta
939584,chromosome,NC_000964.3,2181256,2182392,-,yorJ,BSU20360,NP_389918.1,378,putative DNA replication initiation protein; phage SPbeta
939707,chromosome,NC_000964.3,2182408,2183922,-,yorI,BSU20370,NP_389919.1,504,putative replicative DNA helicase (DnaB family); phage SPbeta
939851,chromosome,NC_000964.3,2183937,2184407,-,yorH,BSU20380,NP_389920.1,156,conserved hypothetical protein; phage SPbeta
939865,chromosome,NC_000964.3,2184450,2185421,-,yorG,BSU20390,NP_389921.1,323,putative ATP/GTP binding protein; phage SPbeta
940146,chromosome,NC_000964.3,2185504,2186418,-,yorF,BSU20400,NP_389922.1,304,conserved hypothetical protein; phage SPbeta
940144,chromosome,NC_000964.3,2186440,2186811,-,yorE,BSU20410,NP_389923.1,123,conserved protein of unknown function; phage SPbeta
940145,chromosome,NC_000964.3,2186985,2187299,-,yorD,BSU20420,NP_389924.1,104,stress protein SCP1; phage SPbeta
936462,chromosome,NC_000964.3,2187376,2187756,-,yorC,BSU20430,NP_389925.1,126,conserved protein of unknown function; phage SPbeta
939951,chromosome,NC_000964.3,2187819,2188115,-,yorB,BSU20440,NP_389926.1,98,conserved hypothetical protein; phage SPbeta
940009,chromosome,NC_000964.3,2188204,2189964,-,yorA,BSU20450,NP_389927.1,586,putative uronase; phage SPbeta
939582,chromosome,NC_000964.3,2189961,2190785,-,pghZ,BSU20460,NP_389928.1,274,gamma-polyglutamate hydrolase; phage SPbeta
939509,chromosome,NC_000964.3,2190884,2191279,-,yoqY,BSU20470,NP_389929.1,131,hypothetical protein; phage SPbeta
939597,chromosome,NC_000964.3,2191334,2191555,-,yoqX,BSU20480,NP_389930.1,73,conserved protein of unknown function; SPbeta phage
939979,chromosome,NC_000964.3,2191626,2192300,-,yoqW,BSU20490,NP_389931.1,224,putative stress-associated peptidase; putative general secretion pathway protein; phage SPbeta
939992,chromosome,NC_000964.3,2192370,2193182,-,yoqV,BSU20500,NP_389932.1,270,DNA ligase-like protein; bacteriophage SPbeta
940143,chromosome,NC_000964.3,2193248,2193661,-,yoqU,BSU20510,NP_389933.1,137,conserved hypothetical protein; phage SPbeta
939616,chromosome,NC_000964.3,2193827,2193976,-,yoqT,BSU20520,NP_389934.1,49,conserved hypothetical protein; phage SPbeta
939995,chromosome,NC_000964.3,2194053,2194400,-,yoqS,BSU20530,NP_389935.1,115,putative RNA-binding protein; phage SPbeta
939440,chromosome,NC_000964.3,2194402,2194758,-,yoqR,BSU20540,NP_389936.1,118,hypothetical protein; phage SPbeta
939583,chromosome,NC_000964.3,2194718,2195059,-,yoqP,BSU20550,NP_389937.1,113,conserved hypothetical protein; phage SPbeta
936492,chromosome,NC_000964.3,2195173,2195547,-,yoqO,BSU20560,NP_389938.1,124,putative membrane protein; phage SPbeta
936507,chromosome,NC_000964.3,2195564,2195782,-,yoqN,BSU20570,NP_389939.1,72,consserved hypothetical protein; phage SPbeta
939973,chromosome,NC_000964.3,2195986,2196264,-,yoqM,BSU20580,NP_389940.1,92,putative membrane bound or exported protein; phage SPbeta
939974,chromosome,NC_000964.3,2196389,2197081,-,yoqL,BSU20590,NP_389941.1,230,putative endonuclease; phage SPbeta
940015,chromosome,NC_000964.3,2197121,2197324,-,yoqK,BSU20600,NP_389942.1,67,hypothetical protein; phage SPbeta
939585,chromosome,NC_000964.3,2197344,2197859,-,yoqJ,BSU20610,NP_389943.1,171,conserved hypothetical protein; phage SPbeta
939965,chromosome,NC_000964.3,2198070,2198264,-,yoqI,BSU20620,NP_389944.1,64,conserved hypothetical protein; phage SPbeta
939438,chromosome,NC_000964.3,2198313,2198765,-,yoqH,BSU20630,NP_389945.1,150,conserved hypothetical protein; phage SPbeta
936494,chromosome,NC_000964.3,2198848,2199105,-,yoqG,BSU20640,NP_389946.1,85,conserved hypothetical protein; phage SPbeta
936493,chromosome,NC_000964.3,2199150,2199353,-,yoqF,BSU20650,NP_389947.1,67,hypothetical protein; phage SPbeta
939433,chromosome,NC_000964.3,2199362,2199526,-,yoqE,BSU20660,NP_389948.1,54,hypothetical protein; phage SPbeta
939436,chromosome,NC_000964.3,2199580,2200335,-,yoqD,BSU20670,NP_389949.1,251,putative DNA-binding protein anti-repressor; phage SPbeta
936489,chromosome,NC_000964.3,2200376,2200783,-,yoqC,BSU20680,NP_389950.1,135,putative SOS nucleotide-binding protein; phage SPbeta
939431,chromosome,NC_000964.3,2200790,2201128,-,yoqB,BSU20690,NP_389951.1,112,conserved hypothetical protein; phage SPbeta
939434,chromosome,NC_000964.3,2201125,2201475,-,yoqA,BSU20700,NP_389952.1,116,hypothetical protein; phage SPbeta
936487,chromosome,NC_000964.3,2201488,2201691,-,yopZ,BSU20710,NP_389953.1,67,conserved hypothetical protein; phage SPbeta
936488,chromosome,NC_000964.3,2201705,2201983,-,yopY,BSU20720,NP_389954.1,92,conserved hypothetical protein; phage SPbeta
939430,chromosome,NC_000964.3,2201980,2202384,-,yopX,BSU20730,NP_389955.1,134,conserved protein of unknown function; phage SPbeta
936484,chromosome,NC_000964.3,2202381,2202716,-,yopW,BSU20740,NP_389956.1,111,hypothetical protein; phage SPbeta
939432,chromosome,NC_000964.3,2202805,2202999,-,yopV,BSU20750,NP_389957.1,64,hypothetical protein; phage SPbeta
936485,chromosome,NC_000964.3,2203111,2203308,-,yopU,BSU20760,NP_389958.1,65,hypothetical protein; phage SPbeta
939424,chromosome,NC_000964.3,2203378,2203596,-,yopT,BSU20770,NP_389959.1,72,conserved protein of unknown function; phage SPbeta
939428,chromosome,NC_000964.3,2203779,2204003,-,yopS,BSU20780,NP_389960.1,74,"putative transcriptional regulator, lambda repressor-like; phage SPbeta"
936483,chromosome,NC_000964.3,2204192,2205169,-,yopR,BSU20790,NP_389961.2,325,putative DNA breaking-rejoining enzyme; phage SPbeta
936481,chromosome,NC_000964.3,2205193,2206575,-,yopQ,BSU20800,NP_389962.1,460,conserved hypothetical protein; phage SPbeta
936482,chromosome,NC_000964.3,2206682,2207758,-,yopP,BSU20810,NP_389963.1,358,putative phage integrase; phage SPbeta
939435,chromosome,NC_000964.3,2207748,2207960,-,yopO,BSU20820,NP_389964.1,70,"putative transcriptional regulator, lambda repressor-like; phage SPbeta"
935916,chromosome,NC_000964.3,2208008,2208325,-,yopN,BSU20830,NP_389965.1,105,hypothetical protein; phage SPbeta
939186,chromosome,NC_000964.3,2208328,2208528,-,yopM,BSU20840,NP_389966.1,66,hypothetical protein; phage SPbeta
939422,chromosome,NC_000964.3,2208855,2208980,-,aimP,BSU20850,NP_389967.1,41,arbitrium lysis /lysogeny regulatory peptide; phage SPbeta
939187,chromosome,NC_000964.3,2208994,2210154,-,aimR,BSU20860,NP_389968.1,386,arbitrium peptide sensor regulator; phage SPbeta
939184,chromosome,NC_000964.3,2210331,2210747,-,yopJ,BSU20870,NP_389969.1,138,conserved protein of unknown function; phage SPbeta
939182,chromosome,NC_000964.3,2210749,2211282,-,yopI,BSU20880,NP_389970.1,177,conserved protein of unknown function; phage SPbeta
939185,chromosome,NC_000964.3,2211309,2211845,-,sieB,BSU20890,NP_389971.1,178,superinfection exclusion protein B; phage SPbeta
939181,chromosome,NC_000964.3,2211884,2212015,-,yopG,BSU20900,NP_389972.1,43,hypothetical protein; phage SPbeta
939179,chromosome,NC_000964.3,2212026,2212241,-,yopF,BSU20910,NP_389973.1,71,conserved protein of unknown function; phage SPbeta
939183,chromosome,NC_000964.3,2212245,2212496,-,yopE,BSU20920,NP_389974.1,83,conserved membrane protein of unknown function; phage SPbeta
8303201,chromosome,NC_000964.3,2212567,2212746,-,yoyH,BSU20928,YP_003097748.1,59,conserved protein of unknown function; phage SPbeta
8302920,chromosome,NC_000964.3,2212848,2213078,-,yoyI,BSU20929,YP_003097749.1,76,conserved membrane protein of unknown function; phage SPbeta
939180,chromosome,NC_000964.3,2213083,2213478,-,yopD,BSU20930,NP_389976.1,131,conserved membrane protein of unknown function; phage SPbeta
939177,chromosome,NC_000964.3,2213536,2214864,-,yopC,BSU20940,NP_389977.1,442,conserved protein of unknown function; phage SPbeta
939178,chromosome,NC_000964.3,2214972,2215199,-,yopB,BSU20950,NP_389978.1,75,"putative transcriptional regulator, lambda repressor-like; phage SPbeta"
939175,chromosome,NC_000964.3,2215460,2216776,-,yopA,BSU20960,NP_389979.1,438,conserved protein of unknown function; phage SPbeta
939173,chromosome,NC_000964.3,2217133,2217639,-,yonX,BSU20970,NP_389980.1,168,conserved protein of unknown function; phage SPbeta
939174,chromosome,NC_000964.3,2217967,2219199,-,yonV,BSU20980,NP_389981.1,410,conserved protein of unknown function; phage SPbeta
939176,chromosome,NC_000964.3,2219281,2219469,-,yonU,BSU20990,NP_389982.1,62,conserved protein of unknown function; phage SPbeta
8303210,chromosome,NC_000964.3,2219514,2219765,-,yoyJ,BSU20999,YP_003097750.1,83,conserved protein of unknown function (toxin/antitoxin island); phage SPbeta
939172,chromosome,NC_000964.3,2219784,2219960,-,spbT,BSU21000,NP_389983.1,58,toxin; phage SPbeta
939171,chromosome,NC_000964.3,2220335,2220946,-,yonS,BSU21010,NP_389984.1,203,putative hydrolase lipoprotein; phage SPbeta
939169,chromosome,NC_000964.3,2221061,2221387,-,yonR,BSU21020,NP_389985.1,108,putative transcriptional regulator (Xre family); phage SPbeta
939168,chromosome,NC_000964.3,2222340,2222534,-,yonP,BSU21030,NP_389986.1,64,hypothetical protein; phage SPbeta
939167,chromosome,NC_000964.3,2222574,2225093,-,yonO,BSU21040,NP_389987.1,839,conserved protein of unknown function; phage SPbeta
939170,chromosome,NC_000964.3,2225337,2225615,-,hupN,BSU21050,NP_389988.1,92,HU-related DNA-binding protein; phage SPbeta
37862883,chromosome,NC_000964.3,2226176,2226346,-,,BSU21058,YP_009513968.1,56,hypothetical protein; phage SPbeta
939166,chromosome,NC_000964.3,2227297,2227488,-,yonK,BSU21060,NP_389989.1,63,conserved protein of unknown function; phage SPbeta
939163,chromosome,NC_000964.3,2227505,2228722,-,yonJ,BSU21070,NP_389990.2,405,conserved protein of unknown function; phage SPbeta
939164,chromosome,NC_000964.3,2228756,2229166,-,yonI,BSU21080,NP_389991.1,136,conserved hypothetical protein; phage SPbeta
939160,chromosome,NC_000964.3,2229385,2229885,-,yonH,BSU21090,NP_389992.1,166,conserved protein of unknown function; phage SPbeta
939165,chromosome,NC_000964.3,2229988,2230908,-,yonG,BSU21100,NP_389993.1,306,conserved protein of unknown function; phage SPbeta
939161,chromosome,NC_000964.3,2230895,2232664,-,yonF,BSU21110,NP_389994.1,589,putative P-loop ATPase; phage SPbeta
939162,chromosome,NC_000964.3,2232682,2234202,-,yonE,BSU21120,NP_389995.1,506,conserved protein of unknown function; phage SPbeta
939159,chromosome,NC_000964.3,2234233,2235669,-,yonD,BSU21130,NP_389996.1,478,conserved protein of unknown function; phage SPbeta
